Class,Gene,Encodings
beta_lactam,spm24t3_07834,4
beta_lactam,sput200_1981,4
beta_lactam,sput200_3270,4
beta_lactam,sputcn32_2029,4
beta_lactam,sputcn32_3157,4
beta_lactam,srt,4
beta_lactam,ss33_21635,4
beta_lactam,ss37_21665,4
beta_lactam,ss37_25035,4
beta_lactam,ss44_20885,4
beta_lactam,sshg_03556,4
beta_lactam,st398nm01_2020,4
beta_lactam,st44_11125,4
beta_lactam,su60_01350,4
beta_lactam,suh3_15695,4
beta_lactam,suh_0014p2,4
beta_lactam,sum_0029,4
beta_lactam,suo_0014p2,4
beta_lactam,sxm_0727,4
beta_lactam,sxm_2059,4
beta_lactam,sz39_1136,4
beta_lactam,sz39_2035,4
beta_lactam,sz39_2149,4
beta_lactam,sz39_2442,4
beta_lactam,t1e_0103,4
beta_lactam,t230_04875,4
beta_lactam,t296_06680,4
beta_lactam,t458_11180,4
beta_lactam,t630_2822,4
beta_lactam,te10_12060,4
beta_lactam,te10_15580,4
beta_lactam,tem,4
beta_lactam,tem1,4
beta_lactam,tem32,4
beta_lactam,teml,4
beta_lactam,temp,4
beta_lactam,thin,4
beta_lactam,thisidraft_0902,4
beta_lactam,tla,4
beta_lactam,tle,4
beta_lactam,tmb1,4
beta_lactam,tn98_10925,4
beta_lactam,tq94_07605,4
beta_lactam,tq94_11775,4
beta_lactam,tu52_03225,4
beta_lactam,tu52_24360,4
beta_lactam,tu52_24550,4
beta_lactam,tu58_17720,4
beta_lactam,tu58_23735,4
beta_lactam,tu62_02400,4
beta_lactam,tu62_14055,4
beta_lactam,tu62_16300,4
beta_lactam,tu62_23900,4
beta_lactam,tu62_31225,4
beta_lactam,tu65_13465,4
beta_lactam,tu65_19470,4
beta_lactam,tu65_24875,4
beta_lactam,tu65_26010,4
beta_lactam,tu68_23125,4
beta_lactam,tu73_12825,4
beta_lactam,tus,4
beta_lactam,ua45_07625,4
beta_lactam,ub44_19355,4
beta_lactam,ub46_32240,4
beta_lactam,uc34_00370,4
beta_lactam,uc41_03510,4
beta_lactam,ucmb321_2366,4
beta_lactam,uk14_14215,4
beta_lactam,um93_16900,4
beta_lactam,un91_24910,4
beta_lactam,uuu_18620,4
beta_lactam,uz38_16325,4
beta_lactam,uz38_19085,4
beta_lactam,v070_01895,4
beta_lactam,v415_06780,4
beta_lactam,vapar_3231,4
beta_lactam,varpa_2415,4
beta_lactam,vcc,4
beta_lactam,veb,4
beta_lactam,vejy3_22156,4
beta_lactam,vex25_a0387,4
beta_lactam,vex25_a1013,4
beta_lactam,vhh,4
beta_lactam,vhw,4
beta_lactam,vi26_15845,4
beta_lactam,vibhar_06370,4
beta_lactam,vibrio,4
beta_lactam,vim,4
beta_lactam,vk90_14775,4
beta_lactam,vk90_19325,4
beta_lactam,vk95_22555,4
beta_lactam,vk98_00160,4
beta_lactam,vl14_10265,4
beta_lactam,vl15_12295,4
beta_lactam,vmc_16480,4
beta_lactam,vmc_37090,4
beta_lactam,vme_06290,4
beta_lactam,vo64_0581,4
beta_lactam,vo68_15095,4
beta_lactam,vo68_17070,4
beta_lactam,vo69_07495,4
beta_lactam,vo69_08595,4
beta_lactam,vo70_16610,4
beta_lactam,vo70_17680,4
beta_lactam,vr43_13910,4
beta_lactam,vw41_01335,4
beta_lactam,wc5_00871,4
beta_lactam,wc7_00171,4
beta_lactam,wco_03797,4
beta_lactam,wew_04326,4
beta_lactam,wg5_05196,4
beta_lactam,wh43_04400,4
beta_lactam,wh43_04590,4
beta_lactam,wh51_03205,4
beta_lactam,wi38_29595,4
beta_lactam,wj33_13645,4
beta_lactam,wj63_05905,4
beta_lactam,wj75_07370,4
beta_lactam,wj87_19210,4
beta_lactam,wk95_28265,4
beta_lactam,wl29_16505,4
beta_lactam,wl73_29435,4
beta_lactam,wl80_09825,4
beta_lactam,wm15_18725,4
beta_lactam,wm16_03815,4
beta_lactam,wn53_20975,4
beta_lactam,wq59_27450,4
beta_lactam,wqg_950,4
beta_lactam,wrsd3_03658,4
beta_lactam,ws45_22090,4
beta_lactam,ws62_15880,4
beta_lactam,ws68_16125,4
beta_lactam,ws70_25295,4
beta_lactam,ws71_01720,4
beta_lactam,ws86_03395,4
beta_lactam,ws86_20025,4
beta_lactam,wt08_17490,4
beta_lactam,wt44_29000,4
beta_lactam,xa26_25690,4
beta_lactam,xb02_00865,4
beta_lactam,xbfm1_2480032,4
beta_lactam,xbi1_1260030,4
beta_lactam,xbj1_2301,4
beta_lactam,xbkb1_170008,4
beta_lactam,xbkq1_120029,4
beta_lactam,xbp1_2830046,4
beta_lactam,xbw1_2050,4
beta_lactam,xd36_3096,4
beta_lactam,xm57_27510,4
beta_lactam,y11_12651,4
beta_lactam,y56,4
beta_lactam,y979_22870,4
beta_lactam,ya64_09330,4
beta_lactam,ybt020_12650,4
beta_lactam,ybt1518_05635,4
beta_lactam,ybt1518_13965,4
beta_lactam,ybt1518_17595,4
beta_lactam,ybt1518_18690,4
beta_lactam,ykris0001_260,4
beta_lactam,ysa_09980,4
beta_lactam,,4
bleomycin,bleomycin,5
bleomycin,turpa_2231,5
chloramphenicol,a225_1960,6
chloramphenicol,a370_04634,6
chloramphenicol,a3782_09770,6
chloramphenicol,a499_24844,6
chloramphenicol,aa984_15495,6
chloramphenicol,aay51_12970,6
chloramphenicol,ab182_14595,6
chloramphenicol,ab432_04625,6
chloramphenicol,abb44_06020,6
chloramphenicol,abed_0729,6
chloramphenicol,abw01_23680,6
chloramphenicol,abw03_04210,6
chloramphenicol,ac624_14110,6
chloramphenicol,acs92_14845,6
chloramphenicol,adl06_32520,6
chloramphenicol,adl13_06810,6
chloramphenicol,adl32_06955,6
chloramphenicol,adm90_08130,6
chloramphenicol,ads79_29250,6
chloramphenicol,adt22_00070,6
chloramphenicol,af332_27215,6
chloramphenicol,af333_29570,6
chloramphenicol,af34_02999,6
chloramphenicol,ak40_1014,6
chloramphenicol,akg37_13355,6
chloramphenicol,am232_20000,6
chloramphenicol,am233_18735,6
chloramphenicol,am499_05690,6
chloramphenicol,am629_13400,6
chloramphenicol,amq84_28155,6
chloramphenicol,amr95_16350,6
chloramphenicol,ams60_00965,6
chloramphenicol,ams62_24270,6
chloramphenicol,an957_06145,6
chloramphenicol,an962_02850,6
chloramphenicol,an964_10735,6
chloramphenicol,an964_13675,6
chloramphenicol,ao896_03550,6
chloramphenicol,aoq70_18255,6
chloramphenicol,aox65_09745,6
chloramphenicol,apt89_17335,6
chloramphenicol,apt96_04865,6
chloramphenicol,aq16_186,6
chloramphenicol,as034_02425,6
chloramphenicol,as196_09195,6
chloramphenicol,ase46_23765,6
chloramphenicol,ase56_11865,6
chloramphenicol,ase68_04225,6
chloramphenicol,asg46_09935,6
chloramphenicol,asg53_08300,6
chloramphenicol,asg65_12470,6
chloramphenicol,asg97_23120,6
chloramphenicol,asg99_13090,6
chloramphenicol,asv07_12980,6
chloramphenicol,at258_07095,6
chloramphenicol,at261_17945,6
chloramphenicol,at270_12175,6
chloramphenicol,at272_13830,6
chloramphenicol,atm99_15730,6
chloramphenicol,atn06_11665,6
chloramphenicol,aul38_02610,6
chloramphenicol,aw879_13615,6
chloramphenicol,awi28_10900,6
chloramphenicol,awi43_09975,6
chloramphenicol,ayk81_08205,6
chloramphenicol,az66_01480,6
chloramphenicol,b4107_1104,6
chloramphenicol,b4144_1796,6
chloramphenicol,b590_25524,6
chloramphenicol,ba70_16450,6
chloramphenicol,baccap_04212,6
chloramphenicol,baci_c23590,6
chloramphenicol,bacuni_00159,6
chloramphenicol,baga_08185,6
chloramphenicol,balcav_0219240,6
chloramphenicol,balh_2148,6
chloramphenicol,bat_2929,6
chloramphenicol,bavi_12359,6
chloramphenicol,bca_2477,6
chloramphenicol,bcah820_2426,6
chloramphenicol,bcere0001_21780,6
chloramphenicol,bcere0004_21800,6
chloramphenicol,bcere0006_22160,6
chloramphenicol,bcere0007_21950,6
chloramphenicol,bcere0009_21450,6
chloramphenicol,bcere0016_22500,6
chloramphenicol,bcere0020_21450,6
chloramphenicol,bcere0021_21960,6
chloramphenicol,bcere0028_21910,6
chloramphenicol,bcerkbab4_2222,6
chloramphenicol,bcrft9_01917,6
chloramphenicol,bg05_3643,6
chloramphenicol,bleg1_0189,6
chloramphenicol,bmyco0002_58280,6
chloramphenicol,bn1090_a2_00516,6
chloramphenicol,bn1180_04911,6
chloramphenicol,bn2127_jrs3_01519,6
chloramphenicol,bn452_01100,6
chloramphenicol,bn488_01641,6
chloramphenicol,bn509_00397,6
chloramphenicol,bn558_00761,6
chloramphenicol,bn612_00522,6
chloramphenicol,bpum_1131,6
chloramphenicol,bthur0007_21640,6
chloramphenicol,bthur0009_21620,6
chloramphenicol,bts2_2475,6
chloramphenicol,c161_10563,6
chloramphenicol,c162_33553,6
chloramphenicol,c169_09248,6
chloramphenicol,c176_21376,6
chloramphenicol,c883_1388,6
chloramphenicol,cat,6
chloramphenicol,cat3,6
chloramphenicol,cat86,6
chloramphenicol,cat_2,6
chloramphenicol,cat_3,6
chloramphenicol,cata1,6
chloramphenicol,cata13,6
chloramphenicol,cata15,6
chloramphenicol,cata16,6
chloramphenicol,cata2,6
chloramphenicol,cata4,6
chloramphenicol,cata5,6
chloramphenicol,catb,6
chloramphenicol,catb10,6
chloramphenicol,catb2,6
chloramphenicol,catb3,6
chloramphenicol,catb6,6
chloramphenicol,catb7,6
chloramphenicol,catb8,6
chloramphenicol,catb9,6
chloramphenicol,catd,6
chloramphenicol,cati,6
chloramphenicol,catii,6
chloramphenicol,catiii,6
chloramphenicol,catp,6
chloramphenicol,catq,6
chloramphenicol,cats,6
chloramphenicol,catu,6
chloramphenicol,cd31_17265,6
chloramphenicol,cdlviii_2656,6
chloramphenicol,chloramphenicol_3,6
chloramphenicol,chloramphenicol_hydrolase,6
chloramphenicol,chloramphenicol_phosphotransferase,6
chloramphenicol,cld_0021,6
chloramphenicol,cll_a2128,6
chloramphenicol,clocel_1050,6
chloramphenicol,closa_2701,6
chloramphenicol,closibun13a_contig66g00733,6
chloramphenicol,clp_1841,6
chloramphenicol,cml,6
chloramphenicol,cmla,6
chloramphenicol,cmla1,6
chloramphenicol,cmla4,6
chloramphenicol,cmla5,6
chloramphenicol,cmla6,6
chloramphenicol,cmla8,6
chloramphenicol,cmlb,6
chloramphenicol,cmlb1,6
chloramphenicol,cmlv,6
chloramphenicol,cmra,6
chloramphenicol,cmx,6
chloramphenicol,csca_3312,6
chloramphenicol,db32_004935,6
chloramphenicol,dp68_01695,6
chloramphenicol,el84_16660,6
chloramphenicol,ent638_1533,6
chloramphenicol,entas_2396,6
chloramphenicol,er45_14990,6
chloramphenicol,er50_02410,6
chloramphenicol,et33_18140,6
chloramphenicol,fb00_00815,6
chloramphenicol,fc68_gl001087,6
chloramphenicol,fc88_gl001386,6
chloramphenicol,fmag_00636,6
chloramphenicol,gbag_2532,6
chloramphenicol,glad_03289,6
chloramphenicol,gy21_09535,6
chloramphenicol,gymc10_3621,6
chloramphenicol,h650_24125,6
chloramphenicol,h9401_2289,6
chloramphenicol,hmpref0202_02929,6
chloramphenicol,hmpref1212_05044,6
chloramphenicol,hmpref1526_02323,6
chloramphenicol,hmpref9412_0771,6
chloramphenicol,hmpref9554_02777,6
chloramphenicol,ic3_00967,6
chloramphenicol,ics_03273,6
chloramphenicol,iei_02717,6
chloramphenicol,ieo_01843,6
chloramphenicol,ig7_02207,6
chloramphenicol,ii9_03113,6
chloramphenicol,iic_03218,6
chloramphenicol,iig_02558,6
chloramphenicol,iii_03076,6
chloramphenicol,iko_01764,6
chloramphenicol,io48_10670,6
chloramphenicol,jcm16418_2339,6
chloramphenicol,jcm19038_2988,6
chloramphenicol,jcm19045_309,6
chloramphenicol,jcm19047_1264,6
chloramphenicol,jcm19055_3274,6
chloramphenicol,jf66_07460,6
chloramphenicol,jp30_06285,6
chloramphenicol,js81_09190,6
chloramphenicol,jt27_16930,6
chloramphenicol,k413draft_0385,6
chloramphenicol,kq1_02303,6
chloramphenicol,ks18_02010,6
chloramphenicol,l360_02059,6
chloramphenicol,l370_02247,6
chloramphenicol,l423_01726,6
chloramphenicol,li62_10805,6
chloramphenicol,li7559_09935,6
chloramphenicol,lpxa,6
chloramphenicol,lri_2025,6
chloramphenicol,m2e15_5831,6
chloramphenicol,m768_10240,6
chloramphenicol,m769_0109450,6
chloramphenicol,m918_20150,6
chloramphenicol,mc28_1628,6
chloramphenicol,mexm,6
chloramphenicol,mts1_02191,6
chloramphenicol,mu9_2880,6
chloramphenicol,n180_04680,6
chloramphenicol,nd00_04320,6
chloramphenicol,nimi,6
chloramphenicol,nitho_7290001,6
chloramphenicol,oa40_16080,6
chloramphenicol,oa45_00670,6
chloramphenicol,oa46_22035,6
chloramphenicol,p364_0117545,6
chloramphenicol,paalts15_11084,6
chloramphenicol,paha3_0954,6
chloramphenicol,pdendc454_06565,6
chloramphenicol,pmi05_03422,6
chloramphenicol,propen_03931,6
chloramphenicol,provrett_09033,6
chloramphenicol,q607_cbuc00214g0114,6
chloramphenicol,qj48_02690,6
chloramphenicol,qr42_05840,6
chloramphenicol,rumobe_04223,6
chloramphenicol,sf12_15700,6
chloramphenicol,sg71_02085,6
chloramphenicol,sk32_02286,6
chloramphenicol,sked_12550,6
chloramphenicol,sm8_04379,6
chloramphenicol,sp99_00894,6
chloramphenicol,sr38_06470,6
chloramphenicol,ss33_18555,6
chloramphenicol,ss37_24770,6
chloramphenicol,tq39_15890,6
chloramphenicol,tu52_21310,6
chloramphenicol,tu62_26660,6
chloramphenicol,tu65_24405,6
chloramphenicol,uak_02230,6
chloramphenicol,ub47_19735,6
chloramphenicol,up17_01645,6
chloramphenicol,uz38_30635,6
chloramphenicol,vk91_10900,6
chloramphenicol,vk95_20590,6
chloramphenicol,vt50_06085,6
chloramphenicol,w824_05930,6
chloramphenicol,wq54_10930,6
chloramphenicol,wq59_12165,6
chloramphenicol,x276_10040,6
chloramphenicol,xi25_15495,6
chloramphenicol,xj18_07905,6
chloramphenicol,ybt020_12220,6
elfamycin,fact,7
elfamycin,tufab,7
ethambutol,emba,8
ethambutol,inia,8
ethambutol,inic,8
fosfomycin,bleo,9
fosfomycin,borrelia,9
fosfomycin,foma,9
fosfomycin,fomb,9
fosfomycin,fosa,9
fosfomycin,fosa2,9
fosfomycin,fosa3,9
fosfomycin,fosa4,9
fosfomycin,fosa5,9
fosfomycin,fosa6,9
fosfomycin,fosa7,9
fosfomycin,fosb,9
fosfomycin,fosb1,9
fosfomycin,fosb2,9
fosfomycin,fosb3,9
fosfomycin,fosb_2,9
fosfomycin,fosb_3,9
fosfomycin,fosb_7,9
fosfomycin,fosc,9
fosfomycin,fosc2,9
fosfomycin,fosk,9
fosfomycin,fosx,9
fosfomycin,mura,9
fosfomycin,yndn,9
fosmidomycin,fsr,10
fosmidomycin,rosa,10
fusidic_acid,fusb,11
fusidic_acid,fusc,11
fusidic_acid,fusd,11
fusidic_acid,fuse,11
fusidic_acid,fush,11
glycopeptide,arnd,12
glycopeptide,brp,12
glycopeptide,ddla,12
glycopeptide,sco3595,12
glycopeptide,vana,12
glycopeptide,vanb,12
glycopeptide,vanc,12
glycopeptide,vanc1,12
glycopeptide,vand,12
glycopeptide,vane,12
glycopeptide,vanf,12
glycopeptide,vang,12
glycopeptide,vanh,12
glycopeptide,vanha,12
glycopeptide,vanhb,12
glycopeptide,vanhd,12
glycopeptide,vanhf,12
glycopeptide,vanhm,12
glycopeptide,vanho,12
glycopeptide,vani,12
glycopeptide,vanj,12
glycopeptide,vanki,12
glycopeptide,vanl,12
glycopeptide,vanm,12
glycopeptide,vann,12
glycopeptide,vano,12
glycopeptide,vanra,12
glycopeptide,vanrb,12
glycopeptide,vanrc,12
glycopeptide,vanrd,12
glycopeptide,vanre,12
glycopeptide,vanrf,12
glycopeptide,vanrg,12
glycopeptide,vanri,12
glycopeptide,vanrl,12
glycopeptide,vanrm,12
glycopeptide,vanrn,12
glycopeptide,vanro,12
glycopeptide,vansa,12
glycopeptide,vansb,12
glycopeptide,vansc,12
glycopeptide,vansc3,12
glycopeptide,vansd,12
glycopeptide,vanse,12
glycopeptide,vansf,12
glycopeptide,vansg,12
glycopeptide,vansi,12
glycopeptide,vansl,12
glycopeptide,vansm,12
glycopeptide,vansn,12
glycopeptide,vanso,12
glycopeptide,vantc,12
glycopeptide,vante,12
glycopeptide,vantg,12
glycopeptide,vantml,12
glycopeptide,vantn,12
glycopeptide,vantrl,12
glycopeptide,vanug,12
glycopeptide,vanvb,12
glycopeptide,vanwb,12
glycopeptide,vanwg,12
glycopeptide,vanwi,12
glycopeptide,vanx,12
glycopeptide,vanxa,12
glycopeptide,vanxb,12
glycopeptide,vanxd,12
glycopeptide,vanxf,12
glycopeptide,vanxi,12
glycopeptide,vanxm,12
glycopeptide,vanxo,12
glycopeptide,vanxyc,12
glycopeptide,vanxye,12
glycopeptide,vanxyg,12
glycopeptide,vanxyl,12
glycopeptide,vanxyn,12
glycopeptide,vany,12
glycopeptide,vanya,12
glycopeptide,vanyb,12
glycopeptide,vanyd,12
glycopeptide,vanyf,12
glycopeptide,vanyg1,12
glycopeptide,vanym,12
glycopeptide,vanz,12
glycopeptide,vanza,12
glycopeptide,vanzf,12
isoniazid,etha,13
isoniazid,fabi,13
isoniazid,inib,13
isoniazid,kasa,13
isoniazid,katg,13
kasugamycin,aac(2'),14
kasugamycin,ksga,14
macrolide-lincosamide-streptogramin,aax16_03865,15
macrolide-lincosamide-streptogramin,ai28_01875,15
macrolide-lincosamide-streptogramin,ams22_10315,15
macrolide-lincosamide-streptogramin,apu02_14045,15
macrolide-lincosamide-streptogramin,ase93_02570,15
macrolide-lincosamide-streptogramin,at03_06410,15
macrolide-lincosamide-streptogramin,brpe67_acds28220,15
macrolide-lincosamide-streptogramin,cara,15
macrolide-lincosamide-streptogramin,chrb,15
macrolide-lincosamide-streptogramin,desr,15
macrolide-lincosamide-streptogramin,emta,15
macrolide-lincosamide-streptogramin,erea,15
macrolide-lincosamide-streptogramin,erea2,15
macrolide-lincosamide-streptogramin,ereb,15
macrolide-lincosamide-streptogramin,erm,15
macrolide-lincosamide-streptogramin,erm(30),15
macrolide-lincosamide-streptogramin,erm(31),15
macrolide-lincosamide-streptogramin,erm(33),15
macrolide-lincosamide-streptogramin,erm(34),15
macrolide-lincosamide-streptogramin,erm(35),15
macrolide-lincosamide-streptogramin,erm(36),15
macrolide-lincosamide-streptogramin,erm(37),15
macrolide-lincosamide-streptogramin,erm(38),15
macrolide-lincosamide-streptogramin,erm(39),15
macrolide-lincosamide-streptogramin,erm(41),15
macrolide-lincosamide-streptogramin,erm(42),15
macrolide-lincosamide-streptogramin,erm(43),15
macrolide-lincosamide-streptogramin,erm(44),15
macrolide-lincosamide-streptogramin,erm(47),15
macrolide-lincosamide-streptogramin,erm(a),15
macrolide-lincosamide-streptogramin,erm(b),15
macrolide-lincosamide-streptogramin,erm(e),15
macrolide-lincosamide-streptogramin,erma,15
macrolide-lincosamide-streptogramin,ermb,15
macrolide-lincosamide-streptogramin,ermc,15
macrolide-lincosamide-streptogramin,ermd,15
macrolide-lincosamide-streptogramin,erme,15
macrolide-lincosamide-streptogramin,ermf,15
macrolide-lincosamide-streptogramin,ermg,15
macrolide-lincosamide-streptogramin,ermh,15
macrolide-lincosamide-streptogramin,ermn,15
macrolide-lincosamide-streptogramin,ermo,15
macrolide-lincosamide-streptogramin,ermq,15
macrolide-lincosamide-streptogramin,ermr,15
macrolide-lincosamide-streptogramin,erms,15
macrolide-lincosamide-streptogramin,ermt,15
macrolide-lincosamide-streptogramin,ermu,15
macrolide-lincosamide-streptogramin,ermv,15
macrolide-lincosamide-streptogramin,ermw,15
macrolide-lincosamide-streptogramin,ermx,15
macrolide-lincosamide-streptogramin,ermy,15
macrolide-lincosamide-streptogramin,geam_1419,15
macrolide-lincosamide-streptogramin,ghal_1908,15
macrolide-lincosamide-streptogramin,gima,15
macrolide-lincosamide-streptogramin,glnq,15
macrolide-lincosamide-streptogramin,gm31_23085,15
macrolide-lincosamide-streptogramin,gtgu_04410,15
macrolide-lincosamide-streptogramin,h740_10307,15
macrolide-lincosamide-streptogramin,hdef_0539,15
macrolide-lincosamide-streptogramin,hmpref9120_00664,15
macrolide-lincosamide-streptogramin,hmpref9309_01063,15
macrolide-lincosamide-streptogramin,lina,15
macrolide-lincosamide-streptogramin,linan,15
macrolide-lincosamide-streptogramin,linb,15
macrolide-lincosamide-streptogramin,ling,15
macrolide-lincosamide-streptogramin,llma,15
macrolide-lincosamide-streptogramin,lmra,15
macrolide-lincosamide-streptogramin,lmrb,15
macrolide-lincosamide-streptogramin,lmrc,15
macrolide-lincosamide-streptogramin,lmrd,15
macrolide-lincosamide-streptogramin,lnu,15
macrolide-lincosamide-streptogramin,lnua,15
macrolide-lincosamide-streptogramin,lnub,15
macrolide-lincosamide-streptogramin,lnuc,15
macrolide-lincosamide-streptogramin,lnud,15
macrolide-lincosamide-streptogramin,lnue,15
macrolide-lincosamide-streptogramin,lnuf,15
macrolide-lincosamide-streptogramin,lnug,15
macrolide-lincosamide-streptogramin,lsae,15
macrolide-lincosamide-streptogramin,m621_20535,15
macrolide-lincosamide-streptogramin,maca,15
macrolide-lincosamide-streptogramin,macb,15
macrolide-lincosamide-streptogramin,macb1,15
macrolide-lincosamide-streptogramin,macb2,15
macrolide-lincosamide-streptogramin,macb21,15
macrolide-lincosamide-streptogramin,macb_1,15
macrolide-lincosamide-streptogramin,macb_2,15
macrolide-lincosamide-streptogramin,macb_3,15
macrolide-lincosamide-streptogramin,macb_4,15
macrolide-lincosamide-streptogramin,macb_5,15
macrolide-lincosamide-streptogramin,macb_6,15
macrolide-lincosamide-streptogramin,macb_7,15
macrolide-lincosamide-streptogramin,mef,15
macrolide-lincosamide-streptogramin,mefa,15
macrolide-lincosamide-streptogramin,mefb,15
macrolide-lincosamide-streptogramin,mefc,15
macrolide-lincosamide-streptogramin,mefe,15
macrolide-lincosamide-streptogramin,mel,15
macrolide-lincosamide-streptogramin,mgt,15
macrolide-lincosamide-streptogramin,mgta,15
macrolide-lincosamide-streptogramin,mph,15
macrolide-lincosamide-streptogramin,mph(a),15
macrolide-lincosamide-streptogramin,mph(b),15
macrolide-lincosamide-streptogramin,mph(c),15
macrolide-lincosamide-streptogramin,mph(d),15
macrolide-lincosamide-streptogramin,mph(e),15
macrolide-lincosamide-streptogramin,mph(g),15
macrolide-lincosamide-streptogramin,mph(i),15
macrolide-lincosamide-streptogramin,mpha,15
macrolide-lincosamide-streptogramin,mphb,15
macrolide-lincosamide-streptogramin,mphc,15
macrolide-lincosamide-streptogramin,mphd,15
macrolide-lincosamide-streptogramin,mphe,15
macrolide-lincosamide-streptogramin,mphg,15
macrolide-lincosamide-streptogramin,mphi,15
macrolide-lincosamide-streptogramin,mrx,15
macrolide-lincosamide-streptogramin,msra,15
macrolide-lincosamide-streptogramin,msrb,15
macrolide-lincosamide-streptogramin,msrc,15
macrolide-lincosamide-streptogramin,msrd,15
macrolide-lincosamide-streptogramin,msre,15
macrolide-lincosamide-streptogramin,myra,15
macrolide-lincosamide-streptogramin,oleb,15
macrolide-lincosamide-streptogramin,olec,15
macrolide-lincosamide-streptogramin,oled,15
macrolide-lincosamide-streptogramin,olei,15
macrolide-lincosamide-streptogramin,oler,15
macrolide-lincosamide-streptogramin,pm0996,15
macrolide-lincosamide-streptogramin,psef,15
macrolide-lincosamide-streptogramin,rahaq2_0060,15
macrolide-lincosamide-streptogramin,rlma(ii),15
macrolide-lincosamide-streptogramin,rlmh,15
macrolide-lincosamide-streptogramin,rod_35091,15
macrolide-lincosamide-streptogramin,seho0a_04458,15
macrolide-lincosamide-streptogramin,spm24t3_16860,15
macrolide-lincosamide-streptogramin,srmb,15
macrolide-lincosamide-streptogramin,syfd,15
macrolide-lincosamide-streptogramin,tlrb,15
macrolide-lincosamide-streptogramin,tlrc,15
macrolide-lincosamide-streptogramin,tsnr,15
macrolide-lincosamide-streptogramin,turpa_2231,15
macrolide-lincosamide-streptogramin,vata,15
macrolide-lincosamide-streptogramin,vatb,15
macrolide-lincosamide-streptogramin,vatc,15
macrolide-lincosamide-streptogramin,vatd,15
macrolide-lincosamide-streptogramin,vate,15
macrolide-lincosamide-streptogramin,vatf,15
macrolide-lincosamide-streptogramin,vath,15
macrolide-lincosamide-streptogramin,vati,15
macrolide-lincosamide-streptogramin,vgaa,15
macrolide-lincosamide-streptogramin,vgaalc,15
macrolide-lincosamide-streptogramin,vgac,15
macrolide-lincosamide-streptogramin,vgae,15
macrolide-lincosamide-streptogramin,vgb,15
macrolide-lincosamide-streptogramin,vgb_1,15
macrolide-lincosamide-streptogramin,vgb_2,15
macrolide-lincosamide-streptogramin,vgba,15
macrolide-lincosamide-streptogramin,vgbb,15
macrolide-lincosamide-streptogramin,vgbc,15
macrolide-lincosamide-streptogramin,wt83_28940,15
macrolide-lincosamide-streptogramin,xk97_10945,15
macrolide-lincosamide-streptogramin,xtle,15
macrolide-lincosamide-streptogramin,ybjz,15
multidrug,abca,16
multidrug,abem,16
multidrug,abes,16
multidrug,acra,16
multidrug,acrb,16
multidrug,acre,16
multidrug,acrf,16
multidrug,acrr,16
multidrug,acrs,16
multidrug,adea,16
multidrug,adeb,16
multidrug,adec,16
multidrug,adef,16
multidrug,adeg,16
multidrug,adeh,16
multidrug,adei,16
multidrug,adej,16
multidrug,adek,16
multidrug,adel,16
multidrug,aden,16
multidrug,ader,16
multidrug,ades,16
multidrug,amra,16
multidrug,amrb,16
multidrug,arlr,16
multidrug,arls,16
multidrug,armr,16
multidrug,arpa,16
multidrug,arpb,16
multidrug,arpc,16
multidrug,asma,16
multidrug,axyx,16
multidrug,axyy,16
multidrug,axyz,16
multidrug,baer,16
multidrug,baes,16
multidrug,bcr,16
multidrug,bepe,16
multidrug,ble,16
multidrug,bmr,16
multidrug,bn1184_cb_00500,16
multidrug,cdea,16
multidrug,ceoa,16
multidrug,ceob,16
multidrug,cfr,16
multidrug,cfr(b),16
multidrug,cfrc,16
multidrug,cipa,16
multidrug,clba,16
multidrug,clbb,16
multidrug,clbc,16
multidrug,cmea,16
multidrug,cmeb,16
multidrug,cmec,16
multidrug,cmer,16
multidrug,cpxa,16
multidrug,cpxr,16
multidrug,crp,16
multidrug,drra,16
multidrug,eatav,16
multidrug,efma,16
multidrug,efpa,16
multidrug,efra,16
multidrug,efrb,16
multidrug,emea,16
multidrug,emra,16
multidrug,emrb,16
multidrug,emrd,16
multidrug,emre,16
multidrug,emrk,16
multidrug,emrr,16
multidrug,emry,16
multidrug,evga,16
multidrug,evgs,16
multidrug,fara,16
multidrug,farb,16
multidrug,fexa,16
multidrug,flor,16
multidrug,gade,16
multidrug,gadw,16
multidrug,gadx,16
multidrug,gols,16
multidrug,gyra,16
multidrug,h,16
multidrug,hlyd,16
multidrug,hmrm,16
multidrug,hp1181,16
multidrug,hp1184,16
multidrug,lmra,16
multidrug,lmrp,16
multidrug,lpea,16
multidrug,lpeb,16
multidrug,lsaa,16
multidrug,lsab,16
multidrug,lsac,16
multidrug,mara,16
multidrug,marr,16
multidrug,mdfa,16
multidrug,mdr,16
multidrug,mdsa,16
multidrug,mdsb,16
multidrug,mdsc,16
multidrug,mdta,16
multidrug,mdtb,16
multidrug,mdtc,16
multidrug,mdtd,16
multidrug,mdte,16
multidrug,mdtf,16
multidrug,mdtg,16
multidrug,mdth,16
multidrug,mdtk,16
multidrug,mdtl,16
multidrug,mdtm,16
multidrug,mdtn,16
multidrug,mdto,16
multidrug,mdtp,16
multidrug,mdtq,16
multidrug,mepa,16
multidrug,mepb,16
multidrug,mepc,16
multidrug,mexa,16
multidrug,mexb,16
multidrug,mexc,16
multidrug,mexd,16
multidrug,mexe,16
