Class,Gene,Encodings
beta_lactam,bl2be_shv2,4
beta_lactam,bl2c_pse3,4
beta_lactam,bl2d_moxa,4
beta_lactam,bl2d_oxa1,4
beta_lactam,bl2d_oxa9,4
beta_lactam,bl2e_cepa,4
beta_lactam,bl2e_cfxa,4
beta_lactam,bl2e_fpm,4
beta_lactam,bl2e_y56,4
beta_lactam,bl3_cit,4
beta_lactam,bl3_l,4
beta_lactam,bl3_shw,4
beta_lactam,bla,4
beta_lactam,bla(ampc,4
beta_lactam,bla(ampc),4
beta_lactam,bla(ctx,4
beta_lactam,bla(imi,4
beta_lactam,bla1,4
beta_lactam,bla2,4
beta_lactam,bla_1,4
beta_lactam,bla_2,4
beta_lactam,blaa,4
beta_lactam,blaa_1,4
beta_lactam,blaacc,4
beta_lactam,blaact,4
beta_lactam,blaadc,4
beta_lactam,blaampc,4
beta_lactam,blaaqu,4
beta_lactam,blab,4
beta_lactam,blab1,4
beta_lactam,blacarb,4
beta_lactam,blacep02,4
beta_lactam,blacep04,4
beta_lactam,blacep05,4
beta_lactam,blacgb,4
beta_lactam,blaci,4
beta_lactam,blacmg,4
beta_lactam,blacmh,4
beta_lactam,blacmy,4
beta_lactam,blacpha,4
beta_lactam,blacphah5,4
beta_lactam,blactx,4
beta_lactam,blactxm,4
beta_lactam,bladha,4
beta_lactam,blaf,4
beta_lactam,blafona,4
beta_lactam,blafox,4
beta_lactam,blages,4
beta_lactam,blages16,4
beta_lactam,blagil,4
beta_lactam,blagim,4
beta_lactam,blai,4
beta_lactam,blaimi,4
beta_lactam,blaimp,4
beta_lactam,blakpc,4
beta_lactam,blalap,4
beta_lactam,blalen,4
beta_lactam,blalen12,4
beta_lactam,blamir,4
beta_lactam,blamox,4
beta_lactam,blandm,4
beta_lactam,blaokp,4
beta_lactam,blaorn,4
beta_lactam,blaoxa,4
beta_lactam,blaoxa114,4
beta_lactam,blaoxa243,4
beta_lactam,blaoxa243e,4
beta_lactam,blaoxa364,4
beta_lactam,blaoxa58,4
beta_lactam,blaoxy,4
beta_lactam,blaoxy2,4
beta_lactam,blap,4
beta_lactam,blap1,4
beta_lactam,blap1b,4
beta_lactam,blapdc,4
beta_lactam,blaper,4
beta_lactam,blapla,4
beta_lactam,blapla2a,4
beta_lactam,blapse,4
beta_lactam,blar1,4
beta_lactam,blarahn,4
beta_lactam,blasfo,4
beta_lactam,blashv,4
beta_lactam,blat,4
beta_lactam,blatem,4
beta_lactam,blatem1,4
beta_lactam,blater,4
beta_lactam,blau,4
beta_lactam,blaveb,4
beta_lactam,blawin,4
beta_lactam,blaz,4
beta_lactam,blaz1,4
beta_lactam,blaz2,4
beta_lactam,blaz_1,4
beta_lactam,blaz_2,4
beta_lactam,blazeg,4
beta_lactam,blc,4
beta_lactam,bleg1_0471,4
beta_lactam,blm,4
beta_lactam,bn1007_71037,4
beta_lactam,bn1047_01714,4
beta_lactam,bn1182_az_01360,4
beta_lactam,bn1183_av_01670,4
beta_lactam,bn1184_aw_00460,4
beta_lactam,bn1200_380071,4
beta_lactam,bn1200_410167,4
beta_lactam,bn128_875,4
beta_lactam,bn130_665,4
beta_lactam,bn132_459,4
beta_lactam,bn133_883,4
beta_lactam,bn137_2547,4
beta_lactam,bn2127_jrs10_05047,4
beta_lactam,bn2156_01817,4
beta_lactam,bn2497_10997,4
beta_lactam,bn477_01630,4
beta_lactam,bn487_00430,4
beta_lactam,bn537_02049,4
beta_lactam,bn812_02170,4
beta_lactam,bn844_1770,4
beta_lactam,bn975_00919,4
beta_lactam,bn977_05631,4
beta_lactam,bn978_04976,4
beta_lactam,bn979_03200,4
beta_lactam,bpmyx0001_49550,4
beta_lactam,brpe67_dcds05660,4
beta_lactam,bsfg_01962,4
beta_lactam,bsfg_02190,4
beta_lactam,bsi_39800,4
beta_lactam,bslm_2003,4
beta_lactam,bsonl12_02412,4
beta_lactam,bssc8_23670,4
beta_lactam,btcbt_005890,4
beta_lactam,btcbt_007483,4
beta_lactam,btdb27_002992,4
beta_lactam,btg_03330,4
beta_lactam,bth_ii1450,4
beta_lactam,bthur0004_59380,4
beta_lactam,bthur0007_56400,4
beta_lactam,bthur0007_60310,4
beta_lactam,bthur0008_29430,4
beta_lactam,bthur0010_22750,4
beta_lactam,bthur0012_23150,4
beta_lactam,bthur0012_55600,4
beta_lactam,bthur0013_24150,4
beta_lactam,bthur0013_31230,4
beta_lactam,bu55_14045,4
beta_lactam,buph_00023,4
beta_lactam,burmucf2_a0294,4
beta_lactam,burmucf2_b0489,4
beta_lactam,burmucgd1_3867,4
beta_lactam,burmucgd1_6280,4
beta_lactam,burmucgd2_4198,4
beta_lactam,burmucgd2_6517,4
beta_lactam,but,4
beta_lactam,bw21_4524,4
beta_lactam,bw21_4525,4
beta_lactam,bw70_08010,4
beta_lactam,bw79_11640,4
beta_lactam,bx52_14575,4
beta_lactam,bxe_b1593,4
beta_lactam,by96_00445,4
beta_lactam,byi23_d003950,4
beta_lactam,c169_12522,4
beta_lactam,c175_21593,4
beta_lactam,c273_11186,4
beta_lactam,c273_11191,4
beta_lactam,c667_02293,4
beta_lactam,c797_14977,4
beta_lactam,c801_02901,4
beta_lactam,carb,4
beta_lactam,carb6,4
beta_lactam,cau,4
beta_lactam,cbla,4
beta_lactam,ccc_03326,4
beta_lactam,ccra,4
beta_lactam,cepa,4
beta_lactam,ceph,4
beta_lactam,ceps,4
beta_lactam,cf70_016075,4
beta_lactam,cfe,4
beta_lactam,cfla,4
beta_lactam,cfnih1_08415,4
beta_lactam,cft11,4
beta_lactam,cfxa,4
beta_lactam,cfxa2,4
beta_lactam,cfxa3,4
beta_lactam,cfxa4,4
beta_lactam,cfxa5,4
beta_lactam,cfxa6,4
beta_lactam,cgb,4
beta_lactam,cifam_04_03080,4
beta_lactam,cks_2901,4
beta_lactam,class,4
beta_lactam,classc,4
beta_lactam,cmy,4
beta_lactam,co98_2386,4
beta_lactam,cpha,4
beta_lactam,cpha1,4
beta_lactam,cpha2,4
beta_lactam,cpha4,4
beta_lactam,cpha5,4
beta_lactam,cpha6,4
beta_lactam,cpha7,4
beta_lactam,cpha8,4
beta_lactam,cps,4
beta_lactam,csf007_10040,4
beta_lactam,csv86_16915,4
beta_lactam,ctx,4
beta_lactam,cuy_1556,4
beta_lactam,cy96_16185,4
beta_lactam,cy96_28755,4
beta_lactam,d046_1762a,4
beta_lactam,d505_09853,4
beta_lactam,d781_2591,4
beta_lactam,d782_4108,4
beta_lactam,dh17_02625,4
beta_lactam,dha,4
beta_lactam,dim,4
beta_lactam,dm39_6529,4
beta_lactam,dm41_7074,4
beta_lactam,dm42_6630,4
beta_lactam,dm43_4431,4
beta_lactam,dm82_6292,4
beta_lactam,dm82_6293,4
beta_lactam,dsx2_1119,4
beta_lactam,dw66_2804,4
beta_lactam,ebged10_21460,4
beta_lactam,ebged10_60890,4
beta_lactam,ebl_c13230,4
beta_lactam,ebr,4
beta_lactam,ec34880_4995,4
beta_lactam,ec81_0210815,4
beta_lactam,ec970259_5036,4
beta_lactam,ec990741_4783,4
beta_lactam,eccg_02785,4
beta_lactam,ecd227_3785,4
beta_lactam,ecdg_02574,4
beta_lactam,eceg_02802,4
beta_lactam,ecig_03089,4
beta_lactam,ecpg_01411,4
beta_lactam,ecw26_04230,4
beta_lactam,edwata_03336,4
beta_lactam,ejp617_16750,4
beta_lactam,el75_4012,4
beta_lactam,el76_4246,4
beta_lactam,ent638_0339,4
beta_lactam,entas_0373,4
beta_lactam,entcl_2980,4
beta_lactam,ep46_05115,4
beta_lactam,er45_13820,4
beta_lactam,er45_18715,4
beta_lactam,erfg_03731,4
beta_lactam,ers020515_01168,4
beta_lactam,ers133249_01683,4
beta_lactam,ers232495_02549,4
beta_lactam,eryg_00252,4
beta_lactam,esp,4
beta_lactam,etaf_2879,4
beta_lactam,exo,4
beta_lactam,ey04_27815,4
beta_lactam,f384_08595,4
beta_lactam,f652_3146,4
beta_lactam,f885_03600,4
beta_lactam,f886_03127,4
beta_lactam,f887_03629,4
beta_lactam,f888_00556,4
beta_lactam,f889_00606,4
beta_lactam,f889_02977,4
beta_lactam,f892_03691,4
beta_lactam,f895_00055,4
beta_lactam,f895_00180,4
beta_lactam,f896_00546,4
beta_lactam,f898_01135,4
beta_lactam,f900_03302,4
beta_lactam,f901_01005,4
beta_lactam,f902_01178,4
beta_lactam,f903_00442,4
beta_lactam,f904_01163,4
beta_lactam,f907_00108,4
beta_lactam,f907_00233,4
beta_lactam,f909_00850,4
beta_lactam,f911_01258,4
beta_lactam,f918_01058,4
beta_lactam,f922_01082,4
beta_lactam,f926_00636,4
beta_lactam,f926_00791,4
beta_lactam,f927_00802,4
beta_lactam,f927_00938,4
beta_lactam,f929_03476,4
beta_lactam,f931_00293,4
beta_lactam,f933_01738,4
beta_lactam,f934_00954,4
beta_lactam,f935_00535,4
beta_lactam,f935_01490,4
beta_lactam,f937_01700,4
beta_lactam,f938_04047,4
beta_lactam,f942_03152,4
beta_lactam,f943_03244,4
beta_lactam,f944_03268,4
beta_lactam,f945_02224,4
beta_lactam,f945_03287,4
beta_lactam,f946_02659,4
beta_lactam,f948_02950,4
beta_lactam,f949_00487,4
beta_lactam,f950_00947,4
beta_lactam,f958_01824,4
beta_lactam,f959_01064,4
beta_lactam,f961_00589,4
beta_lactam,f962_01147,4
beta_lactam,f963_03263,4
beta_lactam,f964_04530,4
beta_lactam,f966_01227,4
beta_lactam,f968_01046,4
beta_lactam,f969_01910,4
beta_lactam,f971_01394,4
beta_lactam,f981_03472,4
beta_lactam,f985_01857,4
beta_lactam,f987_03249,4
beta_lactam,f990_01630,4
beta_lactam,f991_03391,4
beta_lactam,f992_00626,4
beta_lactam,f993_03488,4
beta_lactam,f994_00202,4
beta_lactam,f994_00492,4
beta_lactam,fez,4
beta_lactam,fg93_02833,4
beta_lactam,fona,4
beta_lactam,fox,4
beta_lactam,g113_02924,4
beta_lactam,g114_05220,4
beta_lactam,g155_12500,4
beta_lactam,g736_04738,4
beta_lactam,g893_03727,4
beta_lactam,g938_04594,4
beta_lactam,g994_04412,4
beta_lactam,ga0061061_103121,4
beta_lactam,gbp346_b2158,4
beta_lactam,geam_1268,4
beta_lactam,ges,4
beta_lactam,ghal_0542,4
beta_lactam,gim,4
beta_lactam,gj12_25360,4
beta_lactam,glad_03960,4
beta_lactam,glgr_3506,4
beta_lactam,glob,4
beta_lactam,gm18_2318,4
beta_lactam,gm31_01230,4
beta_lactam,gob,4
beta_lactam,gs18_0220900,4
beta_lactam,gyra,4
beta_lactam,h334_07645,4
beta_lactam,h735_14730,4
beta_lactam,halo4343,4
beta_lactam,hdef_1020,4
beta_lactam,hmb,4
beta_lactam,hmpref0012_00293,4
beta_lactam,hmpref0026_02236,4
beta_lactam,hmpref0201_00190,4
beta_lactam,hmpref0454_01344,4
beta_lactam,hmpref0661_08100,4
beta_lactam,hmpref0665_02624,4
beta_lactam,hmpref0864_03634,4
beta_lactam,hmpref0880_00216,4
beta_lactam,hmpref1013_04536,4
beta_lactam,hmpref1016_00481,4
beta_lactam,hmpref1016_02750,4
beta_lactam,hmpref1168_00877,4
beta_lactam,hmpref1168_01600,4
beta_lactam,hmpref1170_00477,4
beta_lactam,hmpref1170_03745,4
beta_lactam,hmpref1171_00331,4
beta_lactam,hmpref1171_03569,4
beta_lactam,hmpref1171_04302,4
beta_lactam,hmpref1181_02941,4
beta_lactam,hmpref1486_01041,4
beta_lactam,hmpref1505_1825,4
beta_lactam,hmpref1562_2717,4
beta_lactam,hmpref1564_1833,4
beta_lactam,hmpref1568_2704,4
beta_lactam,hmpref1589_03333,4
beta_lactam,hmpref1590_01078,4
beta_lactam,hmpref1595_03072,4
beta_lactam,hmpref1598_02173,4
beta_lactam,hmpref1604_00910,4
beta_lactam,hmpref1608_01663,4
beta_lactam,hmpref1616_02804,4
beta_lactam,hmpref1620_00207,4
beta_lactam,hmpref3040_03041,4
beta_lactam,hmpref3212_03797,4
beta_lactam,hmpref3215_00041,4
beta_lactam,hmpref9145_0517,4
beta_lactam,hmpref9209_0012,4
beta_lactam,hmpref9296_1218,4
beta_lactam,hmpref9302_06045,4
beta_lactam,hmpref9303_0778,4
beta_lactam,hmpref9345_01600,4
beta_lactam,hmpref9347_01147,4
beta_lactam,hmpref9445_00715,4
beta_lactam,hmpref9446_00361,4
beta_lactam,hmpref9530_05369,4
beta_lactam,hmpref9534_03446,4
beta_lactam,hmpref9535_00934,4
beta_lactam,hmpref9536_03967,4
beta_lactam,hmpref9540_04473,4
beta_lactam,hmpref9541_02592,4
beta_lactam,hmpref9542_01934,4
beta_lactam,hmpref9543_03168,4
beta_lactam,hmpref9547_03543,4
beta_lactam,hmpref9548_00703,4
beta_lactam,hmpref9552_03771,4
beta_lactam,hq37_03235,4
beta_lactam,i1a_001895,4
beta_lactam,ic1_02470,4
beta_lactam,ic3_00736,4
beta_lactam,ic3_00832,4
beta_lactam,ica_01678,4
beta_lactam,ica_02389,4
beta_lactam,ica_05539,4
beta_lactam,icc_02134,4
beta_lactam,icc_03068,4
beta_lactam,icc_04623,4
beta_lactam,ice_00194,4
beta_lactam,ice_01755,4
beta_lactam,ice_02490,4
beta_lactam,icg_02197,4
beta_lactam,icg_03066,4
beta_lactam,ics_02171,4
beta_lactam,ics_02473,4
beta_lactam,ics_03162,4
beta_lactam,ics_04670,4
beta_lactam,ics_05495,4
beta_lactam,ics_05617,4
beta_lactam,icu_02593,4
beta_lactam,icy_02429,4
beta_lactam,ie3_02148,4
beta_lactam,ie3_02842,4
beta_lactam,ie3_02950,4
beta_lactam,ie3_04466,4
beta_lactam,ie7_03007,4
beta_lactam,ie7_03202,4
beta_lactam,ie7_05371,4
beta_lactam,iee_01997,4
beta_lactam,iee_02720,4
beta_lactam,iee_02800,4
beta_lactam,iee_04287,4
beta_lactam,iei_01625,4
beta_lactam,iei_02596,4
beta_lactam,iei_02607,4
beta_lactam,iem_00124,4
beta_lactam,iem_00219,4
beta_lactam,iem_00965,4
beta_lactam,iem_04389,4
beta_lactam,ieo_00372,4
beta_lactam,ieo_01947,4
beta_lactam,ieo_02650,4
beta_lactam,ieo_02954,4
beta_lactam,ieq_02112,4
beta_lactam,ig3_01953,4
beta_lactam,ig3_02100,4
beta_lactam,ig3_02951,4
beta_lactam,ig7_00746,4
beta_lactam,ig7_02318,4
beta_lactam,ig7_02420,4
beta_lactam,ig9_00087,4
beta_lactam,ig9_02611,4
beta_lactam,ig9_04086,4
beta_lactam,iga_01699,4
beta_lactam,iga_01835,4
beta_lactam,iga_06067,4
beta_lactam,igc_02121,4
beta_lactam,igc_02894,4
beta_lactam,igc_03027,4
beta_lactam,igc_04560,4
beta_lactam,ige_02454,4
beta_lactam,igm_02891,4
beta_lactam,igm_02948,4
beta_lactam,ii3_04930,4
beta_lactam,ii3_05048,4
beta_lactam,ii5_01596,4
beta_lactam,ii5_01808,4
beta_lactam,ii5_02520,4
beta_lactam,ii9_02182,4
beta_lactam,ii9_03025,4
beta_lactam,iia_02962,4
beta_lactam,iic_01061,4
beta_lactam,iic_03106,4
beta_lactam,iie_01790,4
beta_lactam,iig_02323,4
beta_lactam,iii_02053,4
beta_lactam,iii_02866,4
beta_lactam,iii_02965,4
beta_lactam,iii_04425,4
beta_lactam,iik_01494,4
beta_lactam,iik_02331,4
beta_lactam,iim_01640,4
beta_lactam,iim_01725,4
beta_lactam,iio_01657,4
beta_lactam,iio_02293,4
beta_lactam,iio_02555,4
beta_lactam,iio_05852,4
beta_lactam,iiq_01397,4
beta_lactam,iiq_01478,4
beta_lactam,iiq_02275,4
beta_lactam,iiu_01966,4
beta_lactam,iiu_02022,4
beta_lactam,iiu_05053,4
beta_lactam,iiu_05321,4
beta_lactam,iiu_05946,4
beta_lactam,ik1_00219,4
beta_lactam,ik1_01687,4
beta_lactam,ik1_01787,4
beta_lactam,ik7_02258,4
beta_lactam,ik9_01490,4
beta_lactam,ik9_05831,4
beta_lactam,ika_02882,4
beta_lactam,ikc_03480,4
beta_lactam,ikc_04835,4
beta_lactam,ike_02459,4
beta_lactam,ike_05732,4
beta_lactam,ikg_02331,4
beta_lactam,ikg_05810,4
beta_lactam,ikk_02337,4
beta_lactam,ikm_04476,4
beta_lactam,iko_00402,4
beta_lactam,iko_01882,4
beta_lactam,iko_01971,4
beta_lactam,iko_02723,4
beta_lactam,ikq_00440,4
beta_lactam,ikq_02047,4
beta_lactam,ikq_02135,4
beta_lactam,ikq_02969,4
beta_lactam,iks_03141,4
beta_lactam,iks_04788,4
beta_lactam,il1808,4
beta_lactam,imcc9480_1114,4
beta_lactam,imi,4
beta_lactam,imih,4
beta_lactam,imis,4
beta_lactam,imp,4
beta_lactam,ind,4
beta_lactam,iv01_13870,4
beta_lactam,ix87_08585,4
beta_lactam,j518_0781,4
beta_lactam,j529_1700,4
beta_lactam,j530_3011,4
beta_lactam,j532_3674,4
beta_lactam,j658_0368,4
beta_lactam,j663_0615,4
beta_lactam,jcm18903_723,4
beta_lactam,jcm18904_2380,4
beta_lactam,jcm18905_2314,4
beta_lactam,jcm18905_3838,4
beta_lactam,jcm19045_414,4
beta_lactam,jcm19046_4801,4
beta_lactam,jcm19047_2965,4
beta_lactam,jcm19047_3672,4
beta_lactam,jcm19052_2163,4
beta_lactam,jcm19231_3832,4
beta_lactam,jcm9152_3453,4
beta_lactam,jd73_27665,4
beta_lactam,jm66_04455,4
beta_lactam,jm66_05320,4
beta_lactam,jm78_10775,4
beta_lactam,john,4
beta_lactam,jt31_10470,4
beta_lactam,k151_1439,4
beta_lactam,k678_12262,4
beta_lactam,k788_0004543,4
beta_lactam,k931_20132,4
beta_lactam,kf707c_27510,4
beta_lactam,khm,4
beta_lactam,klua,4
beta_lactam,knn_02707,4
beta_lactam,knn_03447,4
beta_lactam,knn_06295,4
beta_lactam,ko116_04145,4
beta_lactam,konih1_31700,4
beta_lactam,kpc,4
beta_lactam,kpnj1_05814,4
beta_lactam,kpnj2_05580,4
beta_lactam,kq1_00834,4
beta_lactam,kq1_03079,4
beta_lactam,kq1_03380,4
beta_lactam,kq3_05130,4
beta_lactam,kr51_00036950,4
beta_lactam,ks04_10900,4
beta_lactam,ks08_06180,4
beta_lactam,ks18_02580,4
beta_lactam,kuc_0987,4
beta_lactam,kvr801_180132,4
beta_lactam,ky49_1937,4
beta_lactam,l1,4
beta_lactam,l292_2194,4
beta_lactam,l360_00404,4
beta_lactam,l370_01734,4
beta_lactam,l580_0112,4
beta_lactam,l580_0134,4
beta_lactam,l581_3703,4
beta_lactam,l581_3751,4
beta_lactam,l810_4248,4
beta_lactam,lani_0856,4
beta_lactam,lat,4
beta_lactam,lche_0322,4
beta_lactam,lcin_2538,4
beta_lactam,lcr,4
beta_lactam,ldro_1246,4
beta_lactam,ldum_0387,4
beta_lactam,len,4
beta_lactam,lgra_3373,4
beta_lactam,lh23_07270,4
beta_lactam,llo_1201,4
beta_lactam,lnau_0681,4
beta_lactam,lp12_1556,4
beta_lactam,lpl1405,4
beta_lactam,lqua_0403,4
beta_lactam,lqui_2697,4
beta_lactam,lr61_11945,4
beta_lactam,lra,4
beta_lactam,lsai_2249,4
beta_lactam,lsan_0267,4
beta_lactam,lste_0698,4
beta_lactam,lstg_3325,4
beta_lactam,lt85_1566,4
beta_lactam,ltuc_1273,4
beta_lactam,lwor_0132,4
beta_lactam,m001_07410,4
beta_lactam,m001_11900,4
beta_lactam,m2e15_0562,4
beta_lactam,m445_07545,4
beta_lactam,m992_2411,4
beta_lactam,ma13_contig00011,4
beta_lactam,mab_2875,4
beta_lactam,mbl,4
beta_lactam,mc28_1922,4
beta_lactam,mchl_1758,4
beta_lactam,mdg,4
beta_lactam,mds_2137,4
beta_lactam,meca,4
beta_lactam,mecb,4
beta_lactam,mecc,4
beta_lactam,mecd,4
beta_lactam,meci,4
beta_lactam,mecr1,4
beta_lactam,meg1draft_03063,4
beta_lactam,mext_1480,4
beta_lactam,mhb_001273,4
beta_lactam,mhk_007990,4
beta_lactam,miclodraft_00044210,4
beta_lactam,mir,4
beta_lactam,mmar_1674,4
beta_lactam,mox,4
beta_lactam,mpop_1481,4
beta_lactam,mps_2321,4
beta_lactam,mrca,4
beta_lactam,mrda,4
beta_lactam,msi,4
beta_lactam,msmeg_2658,4
beta_lactam,msmei_3884,4
beta_lactam,mulp_01828,4
beta_lactam,mus,4
beta_lactam,my7_1065,4
beta_lactam,mycrhn_5650,4
beta_lactam,mycsm_02498,4
beta_lactam,n173_04160,4
beta_lactam,n182_02225,4
beta_lactam,n183_06515,4
beta_lactam,n184_08310,4
beta_lactam,n234_27645,4
beta_lactam,n878_07675,4
beta_lactam,n880_16905,4
beta_lactam,na29_04535,4
beta_lactam,na8a_07729,4
beta_lactam,nadlyro1b_1549,4
beta_lactam,nas141_18974,4
beta_lactam,ndas_2388,4
beta_lactam,ndas_2389,4
beta_lactam,ndm,4
beta_lactam,ngal_hambi1189_11740,4
beta_lactam,ngr_c32650,4
beta_lactam,nhu_03651,4
beta_lactam,nmca,4
beta_lactam,nmcr,4
beta_lactam,np83_07915,4
beta_lactam,nps,4
beta_lactam,nrg857_30085,4
beta_lactam,nt90_03710,4
beta_lactam,o166_21360,4
beta_lactam,o59_000556,4
beta_lactam,oa39_00246,4
beta_lactam,oa40_05925,4
beta_lactam,oa45_00590,4
beta_lactam,oa46_09945,4
beta_lactam,och,4
beta_lactam,oi25_4698,4
beta_lactam,oi73_12140,4
beta_lactam,oi73_13275,4
beta_lactam,okp,4
beta_lactam,ooa_14870,4
beta_lactam,ophb3_1536,4
beta_lactam,oprd,4
beta_lactam,or214_01020,4
beta_lactam,ou5_1307,4
beta_lactam,oxa,4
beta_lactam,oxa1,4
beta_lactam,oxa116,4
beta_lactam,oxa9,4
beta_lactam,oxash,4
beta_lactam,oxy,4
beta_lactam,oy17_09145,4
beta_lactam,p23_0303,4
beta_lactam,p308_21355,4
beta_lactam,p355_4283,4
beta_lactam,paal66ix_06808,4
beta_lactam,pagr_g2149,4
beta_lactam,pagr_g2350,4
beta_lactam,panabdraft_1092,4
beta_lactam,pat9b_1950,4
beta_lactam,pb2503_13554,4
beta_lactam,pbp1a,4
beta_lactam,pbp1b,4
beta_lactam,pbp2,4
beta_lactam,pbp2b,4
beta_lactam,pc1,4
beta_lactam,pcl1606_21250,4
beta_lactam,pcryo_1775,4
beta_lactam,pdc,4
beta_lactam,pdendc454_07895,4
beta_lactam,pedo,4
beta_lactam,penp,4
beta_lactam,penpc,4
beta_lactam,per,4
beta_lactam,per1,4
beta_lactam,pf66_02059,4
beta_lactam,pflu_3467,4
beta_lactam,pg5_32970,4
beta_lactam,phamo_510100,4
beta_lactam,pi87_26790,4
beta_lactam,pj15_3374,4
beta_lactam,pl79_26640,4
beta_lactam,pmen_2038,4
beta_lactam,pmi03_00629,4
beta_lactam,pmi05_00160,4
beta_lactam,pmi06_007078,4
beta_lactam,pmi11_04530,4
beta_lactam,pmi12_03407,4
beta_lactam,pmi16_03612,4
beta_lactam,pmi17_02969,4
beta_lactam,pmi18_03355,4
beta_lactam,pmi20_03723,4
beta_lactam,pmi21_04305,4
beta_lactam,pmi22_02065,4
beta_lactam,pmi23_04873,4
beta_lactam,pmi24_01017,4
beta_lactam,pmi25_000918,4
beta_lactam,pmi26_04206,4
beta_lactam,pmi27_002094,4
beta_lactam,pmi28_03401,4
beta_lactam,pmi29_06013,4
beta_lactam,pmi30_03884,4
beta_lactam,pmi31_05012,4
beta_lactam,pmi32_05060,4
beta_lactam,pmi33_05337,4
beta_lactam,pmi34_04648,4
beta_lactam,pmi35_00271,4
beta_lactam,pmi36_02414,4
beta_lactam,pmi37_00545,4
beta_lactam,pmi39_02504,4
beta_lactam,pmi41_04644,4
beta_lactam,pn96_22825,4
beta_lactam,pput_2813,4
beta_lactam,pputgb1_2905,4
beta_lactam,pputw619_2381,4
beta_lactam,propen_03714,4
beta_lactam,prostu_00250,4
beta_lactam,provalcal_02707,4
beta_lactam,provrett_08647,4
beta_lactam,provrust_05757,4
beta_lactam,ps2015_1163,4
beta_lactam,psa268_007,4
beta_lactam,psakl28_20770,4
beta_lactam,pse,4
beta_lactam,pse1,4
beta_lactam,pse4,4
beta_lactam,psebr_a1891,4
beta_lactam,psf07202_057,4
beta_lactam,pte_02723,4
beta_lactam,pte_04072,4
beta_lactam,ptvf89_11505,4
beta_lactam,pu33_13870,4
beta_lactam,q614_sasc00125g0001,4
beta_lactam,qj48_12835,4
beta_lactam,qp59_08460,4
beta_lactam,qq25_13645,4
beta_lactam,qq44_10325,4
beta_lactam,qy95_03548,4
beta_lactam,r39,4
beta_lactam,ra19_23950,4
beta_lactam,rahaq2_4834,4
beta_lactam,rahaq_4870,4
beta_lactam,rd02_10175,4
beta_lactam,reut_a1684,4
beta_lactam,rgccge502_28523,4
beta_lactam,rhein_0458,4
beta_lactam,rhein_2116,4
beta_lactam,rin_00014660,4
beta_lactam,rk21_02363,4
beta_lactam,rl3159,4
beta_lactam,rleg10draft_6104,4
beta_lactam,rleg2_2947,4
beta_lactam,rleg4draft_2512,4
beta_lactam,rleg5draft_2875,4
beta_lactam,rleg9draft_4806,4
beta_lactam,rleg_2695,4
beta_lactam,rm3,4
beta_lactam,rmcb_2111,4
beta_lactam,rmcc_2286,4
beta_lactam,rmcfa_2899,4
beta_lactam,ro07_08790,4
beta_lactam,rob,4
beta_lactam,rod_12321,4
beta_lactam,roma,4
beta_lactam,rpic_3962,4
beta_lactam,rpsi07_mp0046,4
beta_lactam,rpsj,4
beta_lactam,rr32_05590,4
beta_lactam,rr42_s0522,4
beta_lactam,rskd131_3983,4
beta_lactam,rt27_12225,4
beta_lactam,rt27_27150,4
beta_lactam,rt97_13450,4
beta_lactam,rtciat899_pc04360,4
beta_lactam,rw25_25770,4
beta_lactam,rw25_27295,4
beta_lactam,rw25_29605,4
beta_lactam,rw26_04865,4
beta_lactam,rw26_17670,4
beta_lactam,s70_09140,4
beta_lactam,sakor_01889,4
beta_lactam,salbus254_2618,4
beta_lactam,samd00023378_3062,4
beta_lactam,sazu_7360,4
beta_lactam,sb521682_5028,4
beta_lactam,sbal175_0847,4
beta_lactam,sbal175_2141,4
beta_lactam,sbal195_0845,4
beta_lactam,sbal195_2383,4
beta_lactam,sbal223_0838,4
beta_lactam,sbal223_2079,4
beta_lactam,sbal_2086,4
beta_lactam,sbal_3522,4
beta_lactam,sc09_contig24orf00024,4
beta_lactam,sd15574_5202,4
beta_lactam,sd1617_4203,4
beta_lactam,sd53_15990,4
beta_lactam,sdb_00851,4
beta_lactam,sed1,4
beta_lactam,sf123566_7517,4
beta_lactam,sfb,4
beta_lactam,sfh,4
beta_lactam,sfk227_5108,4
beta_lactam,sfk315_4868,4
beta_lactam,sfva6_0091,4
beta_lactam,sg66_19445,4
beta_lactam,sg66_20380,4
beta_lactam,sg71_20105,4
beta_lactam,sg71_24560,4
beta_lactam,sgb_02135,4
beta_lactam,sh09_09290,4
beta_lactam,shd_1818,4
beta_lactam,shewana3_1990,4
beta_lactam,shewana3_3440,4
beta_lactam,shewmr7_2039,4
beta_lactam,shewmr7_3328,4
beta_lactam,shv,4
beta_lactam,shv111,4
beta_lactam,shv5,4
beta_lactam,shvl,4
beta_lactam,sim,4
beta_lactam,sinmeb_3627,4
beta_lactam,sk32_02805,4
beta_lactam,sk35_01966,4
beta_lactam,sk36_03808,4
beta_lactam,sk85_04515,4
beta_lactam,slb,4
beta_lactam,sliq_07845,4
beta_lactam,sm0020_11305,4
beta_lactam,sm8_01675,4
beta_lactam,smb,4
beta_lactam,sme,4
beta_lactam,smed_4921,4
beta_lactam,sn10_19300,4
beta_lactam,sohn41_01775,4
beta_lactam,sp99_00382,4
beta_lactam,spg,4
beta_lactam,spm,4
